,Stock_A,Stock_B,Stock_C,Stock_D,Stock_E
2026-02-09,100.82777562703792,103.39007617901625,99.14756402460874,96.08537978271616,82.44812580928497
2026-02-10,101.07228777232206,105.14022059226338,96.70315099730057,96.31495255011853,82.88529174960455
2026-02-11,101.849509887161,103.5472716826337,94.74631323527618,96.91503777643136,83.3832201354926
2026-02-12,102.11872254787343,104.03324766625933,93.77007099684074,97.19906207618678,83.87793816645504
2026-02-13,101.45941983935347,106.54149639757875,94.50569357944083,95.92300200400044,84.95717500349052
2026-02-16,100.55671084506439,107.63741830394218,96.27978983426667,95.06235089551274,86.55070158536674
2026-02-17,100.97723404745739,108.79254217122363,99.23415845295165,94.82597967994488,85.35876145614903
2026-02-18,100.1593864974149,107.71426241954515,99.14864998742452,95.22138756942368,85.83862207725386
2026-02-19,100.97285785208068,107.76611440519231,101.48017219978678,94.96387030036725,90.40073477216524
2026-02-20,101.59929181372132,106.64244056502686,99.81821109192119,95.51278250441322,90.05371537630732
2026-02-23,102.31497574931909,107.31422956230719,99.73891058553042,94.62779090020396,87.54521408354252
2026-02-24,101.91200047838272,108.51282041867246,100.1110149375692,93.32786399749654,87.86532006076094
2026-02-25,102.31163749286893,107.34524509401543,100.38902063011467,93.416836820023,86.02019240455361
2026-02-26,102.68612599001692,108.14067340627551,102.15195722590578,94.56746016392096,83.84111707629071
2026-02-27,101.8079524052055,108.87922124128623,103.01813411542925,95.14921969792847,90.20729592578587
2026-03-02,102.3865590518135,110.48319726856624,104.61441263331368,95.88267730022154,89.70524726795468
2026-03-03,103.15160994784293,109.44741726527064,104.26168807944327,95.38436579227964,89.87802966607907
2026-03-04,105.46130752427167,106.93662363071185,105.43174059499106,93.68340468934439,89.11358887089844
2026-03-05,106.58113922647244,107.05724259119876,103.69387331179179,92.95385041658135,90.29950781070698
2026-03-06,105.87700256579605,107.38368385378169,103.80487180412342,92.29662188955318,94.06873409386341
2026-03-09,106.54216863628571,104.71174749631932,104.14680248193854,91.63345603597755,95.6324491540661
2026-03-10,105.77614874299526,104.59369055870434,105.01534168872425,92.56453194040414,93.52284172120993
2026-03-11,105.47111613018889,104.0027084871378,103.9769941993937,94.463854613334,94.27689295478383
2026-03-12,104.25040219446944,105.24577990411512,107.54858148608031,95.60424121560006,91.64291925106868
2026-03-13,103.80280092264157,106.97310163978204,106.39409766506321,96.11472015960118,93.02943090520911
2026-03-16,102.92567254835986,106.92684698760415,101.1350874054017,95.0325888000805,92.62136134789942
2026-03-17,101.74701391594857,109.18337817709272,98.91755200352792,94.58728835345877,92.88549963947389
2026-03-18,103.17030264507846,107.26003660599024,100.7817194902398,94.62597197735388,91.21284779217783
2026-03-19,103.65005105279432,107.56351513818443,99.86873164829814,94.72863420178196,90.58521443691839
2026-03-20,103.78960144758477,108.49900845612468,102.4306761760546,93.4357160204683,94.34691081938819
2026-03-23,101.92050111204478,108.32610649444972,103.42053576532176,93.76134548962021,93.27830943638203
2026-03-24,101.74801907416084,107.68953533829729,102.50115916944938,94.69669647664342,93.94519135507103
2026-03-25,101.11159347392143,108.95160228981814,103.03469772166542,95.60154324979598,95.10555616816086
2026-03-26,100.35002693812893,108.21972061057488,104.29117567410476,96.29368767617419,95.10384248890914
2026-03-27,100.48875198712265,110.0107551916712,103.36046739733375,96.92128231018617,94.77685895535294
2026-03-30,100.30963218825933,111.57967201216812,104.74971418315029,97.84810388027118,97.18083198428756
2026-03-31,100.35691776578436,112.57820583312679,104.27584781782159,98.23719131095369,96.9786646056113
2026-04-01,100.47634758895262,113.46153458259813,102.97705419737939,100.62524521718815,95.18820570280673
2026-04-02,99.35727237919531,115.16572327540008,104.30568708129468,101.3695634974328,96.36158656023643
2026-04-03,99.37288226855716,113.90733657142374,104.46706756576309,100.62366297161712,98.19081304510757
2026-04-06,99.26197012218694,112.76459931975813,103.97627104754429,101.1255190518076,97.18693111941141
2026-04-07,98.52064134811599,113.1472519038464,104.41493841896208,100.57534719989253,96.3619530496218
2026-04-08,98.76384202125965,111.13696916699094,102.16196694034772,99.78856877033577,96.01022132337454
2026-04-09,99.08144454927229,113.25802225675974,103.58769173132897,99.63693807604784,96.0119122296752
2026-04-10,98.17405645068197,113.26756087844404,103.15417908761934,100.03149653183482,94.55825108954052
2026-04-13,98.68393530011588,115.5127566197985,103.013919982453,100.5176105637691,95.8357259674147
2026-04-14,98.33733980587385,115.8761248170893,103.07064416084839,100.65847403480852,94.48149641752552
2026-04-15,98.38695532825155,116.6424625039003,105.49042231150456,101.78912868957245,98.44247013356596
2026-04-16,97.70280724945043,117.96890199872898,105.83271771147881,104.37875891062505,96.98670432994717
2026-04-17,96.95708751545952,117.11857348018285,102.38740240148769,103.78874670306031,95.64128952889786
2026-04-20,97.12146280570869,117.66128739702589,105.494917625774,104.94403437282503,94.63989928427145
2026-04-21,96.32674304447171,118.43036022264764,103.36053761985433,107.17755477842526,96.80953222004794
2026-04-22,95.92681049843607,115.9384102959847,105.62519266875466,107.06979879986937,99.13821389184291
2026-04-23,94.5181994069377,115.10274326630828,105.67112458349537,107.15822859019544,98.33563976170485
2026-04-24,95.10205692532739,113.6009485798646,105.47158595711923,107.3359242350359,99.33375937795658
2026-04-27,95.76981429083862,112.03823065966488,102.99019036370194,108.93416903448461,99.99724299074553
2026-04-28,95.12081580109209,114.28556775971634,103.21432290994505,110.43295296067302,100.16267146838138
2026-04-29,97.01764643212654,116.87827080434164,102.84664518501273,111.68897646987016,101.43001184475929
2026-04-30,98.30727711166452,115.50265770353604,104.0004758408441,113.07058562288974,98.15118108656884
2026-05-01,97.24077598231337,112.6087126737317,103.59664014031118,114.02768807882282,101.01588865004332
2026-05-04,97.3354321755781,114.97965244557095,101.40501279125449,111.87918822596811,100.94795117660908
2026-05-05,97.71596671578264,114.96879257949884,98.19109761772148,111.79892479212275,98.52692655754353
2026-05-06,98.36308683737857,115.53770035973336,96.78248354822006,111.18195543881315,96.61071022659077
2026-05-07,98.33167032431034,116.97356968933782,95.3252262594711,111.85197046654793,95.68348031267182
2026-05-08,97.62435770944752,116.85303261625118,93.81672337690941,111.18454284159493,93.5770240549922
2026-05-11,99.4808092720472,116.94207807533388,92.821256373101,111.48728295723366,93.41379826700017
2026-05-12,99.30040056488625,117.88787801652194,93.96829864658591,110.85112332414185,92.43762655968672
2026-05-13,99.0696787323947,114.55441681300394,91.78488596638189,112.61555209604984,95.39231899012813
2026-05-14,98.86379316690926,115.42619961662066,92.26838467323249,116.65068937933357,97.46886782723277
2026-05-15,98.77131079853095,114.08116214587444,89.99504253957372,116.95436619337433,96.12181768439079
2026-05-18,97.47938981715262,113.19155396809926,88.50632234673112,119.24820429028019,97.77361258797397
2026-05-19,97.49864224833735,115.35848668611202,88.64544126841918,118.12387755129636,100.66680010812016
2026-05-20,98.02313193549548,113.89693293366459,88.41125118405228,116.99113502960827,98.10718248366445
2026-05-21,98.91173271074544,116.70714831328795,86.51571302610574,117.77481940774253,96.94478359834224
2026-05-22,98.4843624664197,115.8761316049396,85.37656578384181,117.87415023671672,95.47028795175873
2026-05-25,98.76330937098426,115.83958072614737,85.08585132119742,116.70152237545432,94.4709243840466
2026-05-26,99.49792272040172,116.60996494183787,83.8154951577417,116.86726037547103,95.85810016779186
2026-05-27,97.96744083027855,117.4482590584916,82.97461652514782,117.66029326656931,94.52097018458117
2026-05-28,96.33709736767845,115.10102732109426,83.06672373756162,118.04187512134081,92.9543695636607
2026-05-29,96.94661059294252,112.75242842783256,83.00955393498037,116.46614845416424,91.85095072675249
2026-06-01,97.01650450075147,111.57218573942555,82.5374154217359,117.83717570378543,90.8892666019451
2026-06-02,97.81231400639172,110.03035463401348,83.25827512922115,119.81423642075443,86.77418838475192
2026-06-03,97.10504631924495,110.86842797332903,83.02170197087658,120.35476656405258,85.82170491942739
2026-06-04,97.21104710228366,110.68632236230847,84.59245383798738,120.73782842227564,86.4035722404503
2026-06-05,96.85987091458254,110.04336061372058,84.04775051928684,121.31458061623441,85.75120561402295
2026-06-08,97.1519489395814,112.9945432971548,85.23875514409016,120.90233965639375,87.75316578929198
2026-06-09,96.80446356111578,110.16497697696194,83.92575327501513,118.39934378720878,87.20502389721133
2026-06-10,96.8477307652182,112.55225673298621,84.38868453541195,118.14015463157806,88.61607008092516
2026-06-11,94.87113640073677,112.92270327287882,85.44949429172773,116.21000424572662,90.58649343840347
2026-06-12,95.20103558243142,112.3690863565296,86.33568841485481,119.27586813329287,90.93264395921466
2026-06-15,95.45062530174732,111.75611185240116,85.2178946882303,120.43943471648939,89.50706643098378
2026-06-16,95.5412561795822,111.12086317123142,85.8933876818783,120.9313754795927,91.3138270751287
2026-06-17,95.10787479666433,110.77884451060389,84.60936449958345,120.35892076757513,92.00192640071518
2026-06-18,95.81674482476106,109.53400964017472,85.80627512564149,122.25910824215336,92.75853189665919
2026-06-19,97.55773241234927,108.5058104531343,84.17036114668745,119.85308438484739,95.45445755281926
2026-06-22,98.18960180229361,108.46427796220503,84.57207487184162,118.36791609832292,100.00764184405382
2026-06-23,98.3363912506601,108.64835742839401,85.57439036322029,119.05013370069585,100.4695399011242
2026-06-24,97.6312572238515,109.33034552952732,88.17974982224783,120.9156484805448,103.5795562970507
2026-06-25,97.18729411644102,108.00997709576112,88.0362417310725,121.02751310179522,105.78357244495143
2026-06-26,95.67150625747061,110.14653177521268,87.84837873890942,120.478387685771,103.81861051966001
2026-06-29,94.21283317487094,111.330139995486,87.98085126820364,118.76377746377958,101.34672337780732
2026-06-30,93.94000707095482,113.73204238751316,87.65276831420917,116.79091385739855,100.91518578414262
2026-07-01,93.72380175230172,109.9675210054014,87.60870046313833,116.51960950282968,102.29026090058117
2026-07-02,95.40166090263958,111.57487656076249,87.26922643234587,115.10049466746956,107.4282712080504
2026-07-03,95.4811043069091,111.62989127845253,87.26680458171197,115.39309773695179,107.17598564765508
2026-07-06,94.99085162282941,110.89863017060587,87.25252602251616,114.71783906510096,105.7817145512158
2026-07-07,95.11237400809152,110.57804836508463,89.37530002870443,111.35343311977294,108.02710835218777
2026-07-08,96.2651431891457,107.76110544454058,88.92556915284895,110.91790561478659,105.2311871553652
2026-07-09,95.58629320178213,106.29755777926256,91.44590235443515,112.1337989187158,107.83117708094979
2026-07-10,96.26659854566392,104.82948265314415,90.72557864823601,112.79078411053327,105.40897332349026
2026-07-13,96.943800089828,104.54574222276634,90.2233841082537,113.73702893777383,106.33777027039598
2026-07-14,96.64006800445736,106.11764563769826,88.7315639120674,114.56770181331109,107.57691544907448
2026-07-15,96.3841063769136,106.5884005921211,87.03102566599468,115.80830362471424,107.24208402651115
2026-07-16,95.93538247352348,108.0407453404753,86.10129775600765,114.00686619548237,104.17250264577419
2026-07-17,96.51263562173447,106.34558154735623,88.54510447594743,111.37965414360902,107.60694608383412
2026-07-20,96.73165330094756,106.24980623026526,87.81941386555629,111.91764722939354,107.57098502151761
2026-07-21,97.77204759571094,106.43660795991188,88.05853850720284,111.48980931419045,107.4957990741484
2026-07-22,98.08358223053126,104.2009182139008,86.23896118689797,112.46632800588642,107.88413269694401
2026-07-23,97.9399301830573,104.25821383486637,86.74286272324402,111.81284288577743,106.34900792150854
2026-07-24,98.14811493677661,103.01367735816284,87.33311372301137,109.70706867022136,108.47854491472333
2026-07-27,98.61428787016303,103.37931576126209,88.72642961998022,111.83128636589154,110.61981002346566
2026-07-28,96.94020542488752,101.7583827749498,87.88859320996353,111.89714103288917,111.7494159694565
2026-07-29,96.30396896277202,102.03049174609988,86.8798427079403,111.15648271223013,108.858905131709
2026-07-30,95.49354139218558,100.33951066693388,85.58496875860789,112.52540235206585,106.9634970259006
2026-07-31,97.92531592656746,100.99714245938797,85.86469531329432,111.4681600022969,108.42939499863279
2026-08-03,97.42069447528365,101.18462955531317,89.42877257980749,111.37942658410283,110.85193947512671
2026-08-04,96.80194449238388,101.17214887438763,91.99020855061454,110.6228146768233,114.75787506839693
2026-08-05,97.47807943851774,100.48963172466497,92.94368860274655,111.88224528732223,116.15814278109859
2026-08-06,96.06865719332839,99.60485897201778,92.61470601492341,111.82059965123494,117.57296819256746
2026-08-07,96.25636001241456,97.97424627447714,93.20372392670733,112.63044341370477,118.8681833178335
2026-08-10,97.27094036705462,99.0404688551985,93.91322956776618,112.57383300049428,115.23839110615678
2026-08-11,97.69326415299,99.33148816538878,94.34897552032304,110.98834422092419,112.9505242933939
2026-08-12,98.69722090243114,99.31352193813258,95.40063390791354,111.05650725265443,113.05667108557404
2026-08-13,99.60332574955761,98.70125308239079,95.5788121877859,110.50826275135987,112.1744203272552
2026-08-14,99.3398669745023,99.00929404899281,94.89431190992669,112.12587088088502,110.3354730279885
2026-08-17,99.19166781700785,98.49355304716624,97.11576382027344,112.40896187002629,112.55055433008783
2026-08-18,97.83570657917895,98.85687254190053,98.52065868426841,112.54684512706709,114.88310843986942
2026-08-19,97.38522541955096,100.65981276005996,102.18886144073234,112.11758545349801,113.96289818681385
2026-08-20,98.75880055102994,102.71568585618627,101.38656578651543,111.61735818714834,113.40037480971895
2026-08-21,97.53872450415247,101.56595330169655,99.8310290133327,110.68224387441748,113.3687973577927
2026-08-24,97.78150142940774,103.60238015792513,98.30831693005706,111.95728921679287,112.95383246218661
2026-08-25,97.76247786857208,104.52013066906653,96.61940528001195,112.47673816235415,113.352429250042
2026-08-26,98.2452482852183,104.93491844164366,100.46396731627453,111.69902684365823,112.26295062796609
2026-08-27,97.69511707262056,104.23619606363617,99.49559858377387,113.24833147535877,115.36094717989714
2026-08-28,97.19617423025413,103.18156525607176,100.27232027783167,112.57439224782433,116.79311892220693
2026-08-31,97.40929240796444,101.26198661637652,102.78226166853524,114.92393369978755,115.49191433169464
2026-09-01,97.07957400459922,101.65961359155455,103.36146029321199,115.81921809451171,120.0090073012532
2026-09-02,96.94383751041501,100.67424138574535,101.17605464247062,114.8969224909162,119.97912196182193
2026-09-03,98.62863265314913,100.05160894920047,101.56902596931447,114.90917563773682,122.75042757733331
2026-09-04,101.03951682360324,99.41622053466001,100.82464925373996,116.31180602021466,124.38937565934516
2026-09-07,102.84615773880046,100.18210188047378,100.29107680518861,117.12770335965477,127.07103799189012
2026-09-08,103.67488561525317,100.85643410513003,102.02597685088551,118.72575387383245,130.48308717929513
2026-09-09,104.34079872228503,100.67626094230677,102.29800402710966,120.3963993958074,128.53252296479042
2026-09-10,104.7334871019202,100.21039127631252,102.38037386291131,122.19019005778236,129.0461879455124
2026-09-11,104.80804214215854,98.539429931786,103.62717519629223,123.12384583866971,134.48182261552492
2026-09-14,104.53219326066998,98.84325048141021,104.07160904087523,125.38264501600543,134.29046589560295
2026-09-15,104.83675399889614,99.63480021598514,104.41467290751302,124.78609074829338,134.83476288467708
2026-09-16,105.9346188410341,98.38576082279968,104.67041081705138,123.83564348973549,137.9665538981864
2026-09-17,104.44933846675032,97.72640546743526,105.33114821678491,126.09044435230598,137.84718461402133
2026-09-18,103.9311675496687,100.10199388975744,102.99261503983104,123.02163114414593,139.05064083392767
2026-09-21,103.46751311528733,98.85367646633065,104.1846739020186,123.39832038829445,137.62809581170328
2026-09-22,102.25122328478434,99.97799689839255,105.29405119115373,123.2957337264458,142.5695901472114
2026-09-23,101.25015383642018,98.10592678570087,104.18962729984224,123.26811368177904,143.28073676553308
2026-09-24,101.04718402646968,98.57332839282442,102.1921502969306,125.33941507649703,143.11240531850154
2026-09-25,102.14749998923735,99.03131524424548,102.96614420546278,126.18874836083451,144.3828212958141
2026-09-28,102.79778681339003,100.73560617657321,103.32169125777001,127.24457132392355,144.1925259244611
2026-09-29,104.23463563393818,99.91252390427654,106.33150989619922,127.22389687846207,140.39884547519986
2026-09-30,104.38936059119585,99.09034979729037,107.78653459680461,126.32289637970067,139.2724627608644
2026-10-01,102.57006192002046,98.55857036870583,103.78613741415896,124.11075914781861,141.34159904032697
2026-10-02,103.36268605143052,99.11975011151293,102.25361517999865,124.07996627550311,141.3852665630877
2026-10-05,102.26539306486569,101.0471474941124,103.71279479859471,123.8057253548426,141.51045904902855
2026-10-06,102.49491390713418,98.51228228551075,103.34624939090527,122.88801439982052,138.90937958076617
2026-10-07,102.25092550625446,100.80091322160877,104.43130680181456,122.13045598652967,140.4735980171779
2026-10-08,103.64020459155365,102.01441890168162,104.56624318749058,121.27334754915351,142.39312539796012
2026-10-09,104.05464924316388,103.20424643710243,105.65467308593774,122.76116683281784,141.0132292586155
2026-10-12,105.38678575719584,103.49434579155555,109.20320843384448,121.84124617861362,145.77106263051135
2026-10-13,105.61286109298517,102.68102578649321,108.41236395066221,121.4350311383893,146.99966294448004
2026-10-14,106.16487422945201,101.97389669165797,108.40896351614066,124.45737855652742,151.93530043594586
2026-10-15,106.63256912506519,102.05512667444174,108.65234321484428,125.36291031554155,149.08294019572054
2026-10-16,106.40258049080599,99.96382813090963,109.37612483806613,126.3232607156725,147.78350739623593
2026-10-19,108.02637645539798,98.46317953021845,106.92023345640455,126.68226285752328,150.79385373472758
2026-10-20,109.7889473407807,97.92664994207277,108.79037698060871,126.66404879573882,150.35938549865796
2026-10-21,110.73970874282747,98.76612529051779,106.16019461307022,128.84028640795034,154.39072908725075
2026-10-22,110.11709359251476,99.29138407263491,107.02705467085798,129.259520112579,152.85102974367658
2026-10-23,109.4503322924228,99.2909381843226,109.06047866616981,130.09681067092558,151.84143975361064
2026-10-26,110.28142909487161,95.82115704424507,111.09060396732457,127.59296394200996,150.86181886839904
2026-10-27,109.15058867808744,94.30078494286785,113.18001524336597,126.95527408478327,151.91020701965095
2026-10-28,109.13197568715219,94.89937534105405,113.3569421121168,125.15837616166141,154.85578435544656
2026-10-29,108.6536382635934,93.0859718901391,112.63490091183898,127.34371120927771,157.42338965761286
2026-10-30,108.32582208796029,92.70669775502363,112.10529113389342,130.4161881600461,158.6235540991137
2026-11-02,108.79657843932105,93.94772716906812,112.56730252172002,130.07177056942822,158.09563449689355
2026-11-03,108.75266059518664,93.93349556264333,113.9047483280209,130.18652731037702,160.36022834174187
2026-11-04,108.69939761389821,94.05645700897978,110.41500481982156,131.5847701544568,161.47457703675096
2026-11-05,109.75925528036208,90.71505053080823,114.14699305372706,131.4151430628761,164.9541214444917
2026-11-06,108.71567729140656,91.4471277713792,112.3084919534923,130.52715969379946,171.0945213311696
2026-11-09,108.54958217532432,91.72709626043914,113.89807148892525,131.30130059975633,171.64627084911862
2026-11-10,108.95428841804747,94.57710939603284,113.83484961822543,131.6395878018117,175.15447173957304
2026-11-11,110.12845724436734,96.03263778991001,115.02620230061274,129.98254763412976,180.7137375485696
2026-11-12,108.9717145742288,96.43010249870818,113.70795952826377,129.9260950427106,181.90857550188855
2026-11-13,109.33293833931272,96.9748417658131,116.67580008768917,130.63422495201092,181.13943356507644
2026-11-16,110.36359145237664,98.47029819044126,114.48208248309403,131.56065224543926,183.62488152898118
2026-11-17,110.08374546295427,100.22370108948336,114.25209368254203,131.78670433133487,183.09428219090108
2026-11-18,110.12999316866028,98.88033592140839,111.72951077223777,134.23038094443868,180.25493285692974
2026-11-19,109.13290642265959,96.26431467144711,110.6498099316745,132.2703605027598,186.0062539253699
2026-11-20,110.20928581856732,95.46362328070836,114.68566761986779,133.79021920779869,184.93761359511097
2026-11-23,107.66631947501648,98.29035364914577,112.24270482923374,131.3556899207057,188.61733748322106
2026-11-24,110.20729811697252,100.051349492404,113.28383126352168,132.28326515173643,191.75630392725958
2026-11-25,111.03074436306986,100.43830801131705,113.50985328471886,132.22813010434032,189.114699788216
2026-11-26,110.76688153043537,98.34993635389328,113.37411758180755,130.79248416636008,185.2812265906087
2026-11-27,110.98560229985614,100.12174929217291,115.06617929024277,128.5216060955935,181.91682640263295
2026-11-30,112.0071550362328,98.92146188676726,114.70022409490251,129.3635804043505,178.68537520374508
2026-12-01,112.14932877775112,97.30365375227436,113.65908780933087,129.87153066270906,173.45163698428237
2026-12-02,112.64780577346318,97.310469849875,114.69272453086809,130.23982270261763,178.04843610441483
2026-12-03,112.81194921524936,96.81617197828743,114.95431388675138,131.08301419955043,178.28011246038668
2026-12-04,112.88602022678863,95.994149086303,113.80053845313019,129.05254241156064,184.34276088705943
2026-12-07,111.59743365459956,95.19000225753094,112.5599068012548,130.40695353289055,183.38720919797777
2026-12-08,112.95177137217992,94.41568311081555,113.09537761762363,129.21541360608552,191.04639548495962
2026-12-09,111.72181565566017,94.81503828394615,114.27007696058823,129.86114736829387,190.45037907827233
2026-12-10,111.6152980592975,94.89750945174497,114.04599834602622,131.3266855201622,198.6498298150655
2026-12-11,111.05917142505064,93.30344455368963,113.92766531649983,135.26448541603727,195.72930113508184
2026-12-14,112.82344358035114,95.32685164243864,112.97852082409165,136.17986270513256,201.92238192330277
2026-12-15,112.45066000057646,95.11285357565204,111.98772741552844,134.66135281527414,199.53510136078606
2026-12-16,111.18797268738501,95.18391720439243,110.67694280168925,135.05834488854342,193.8265113848129
2026-12-17,111.5665817540718,96.21929687175529,107.29363519798156,135.67212500334736,198.45080488275883
2026-12-18,110.32872766965242,98.2995864784716,108.04204335828958,134.6312962940166,198.31650860022145
